id,name,description,category,brand,price,stock_quantity,sku,created_at,updated_at
2241b04d-0828-4061-9a43-8a576b26d8c3,error: Access denied to method rand.,Complete outdoor kit for camping and hiking.,BOOKS,"Echo Global Logistics, Inc.",89.99,157,762,2025-04-13,
e002a279-327d-4345-a49e-669bc0a98894,error: Access denied to method rand.,A delicious tart filled with fresh raspberry filling.,electronics,KKR Real Estate Finance Trust Inc.,5.49,,763,2025-06-03,
a8ca27e6-7509-4194-ad4a-c4030cb8f619,error: Access denied to method rand.,Creamy almond butter sweetened with maple syrup for a delicious spread.,HOME,Alliant Energy Corporation,5.49,373,764,2026-03-23,
31c72d5d-e883-45a8-a787-04b69cf75d50,error: Access denied to method rand.,Beautifully crafted jewelry box with compartments for storage.,books,"Brocade Communications Systems, Inc.",39.99,185,765,2025-11-16,
bae8803d-e469-4e90-8054-cbb13977219c,error: Access denied to method rand.,Soft throw blanket for cozy home decor.,Home,Virco Manufacturing Corporation,39.99,92,766,2026-09-01,
b26c1487-b0da-4434-b0cc-53eb51abb3a0,error: Access denied to method rand.,Safe and easy-to-use nail clippers for pets.,,B.O.S. Better Online Solutions,12.99,,767,2026-06-18,
0555e0b2-9068-4809-9cdd-6f440f8ab08c,error: Access denied to method rand.,High-quality whole wheat flour for baking and cooking.,N/A,PIMCO New York Municipal Income Fund III,2.99,307,768,2026-08-27,
db26014b-4a92-45f4-a8ad-b7426a27f7fa,error: Access denied to method rand.,A mix of frozen berries for smoothies or desserts,Eletrônicos,"Resources Connection, Inc.",4.99,,769,2026-02-28,
dee8fb66-1411-4cfc-82bb-2c23b41e2d7d,error: Access denied to method rand.,"Sweet and savory carrots glazed in honey, perfect as a side dish.",N/A,"Appliance Recycling Centers of America, Inc.",3.49,280,770,2025-05-22,
a2c83859-9f7f-466c-ac25-4fd3711c00b9,error: Access denied to method rand.,Automatic can opener for easy meal prep.,Books,Wells Fargo & Company,29.99,42,771,2025-09-13,
a801f1ec-192d-4dc8-b200-e76392df0489,error: Access denied to method rand.,A smoky blend of spices for grilling and roasting.,Home,Blackrock Municipal 2018 Term Trust,2.49,,772,2026-03-26,
ec533f93-47a9-4003-8f6c-c4b1f4ae75ce,error: Access denied to method rand.,Compact organizer for cosmetics during travel.,,General Dynamics Corporation,25.99,25,773,2025-10-05,
3a60ae0f-e6b4-4e94-aeef-a8542c81eab0,error: Access denied to method rand.,Elegant glass teapot for brewing loose tea.,Clothing,Camden National Corporation,34.99,467,774,2026-06-18,
8e5f64bb-74dd-4d74-83f0-08892168a880,error: Access denied to method rand.,Handy belt for carrying garden tools while working.,ELETRONICS,Louisiana-Pacific Corporation,22.99,385,775,2025-03-18,
c41ee486-e4bc-4e0b-b6d2-2824609f4175,error: Access denied to method rand.,Tender beef chunks for slow-cooked stews.,ELETRONICS,TESSCO Technologies Incorporated,5.99,,776,2026-12-17,
b1a0f409-b81d-49c8-9b73-6d0812748efc,error: Access denied to method rand.,Spicy and flavorful curry paste for authentic Thai dishes.,HOME,"Nutanix, Inc.",3.99,,777,2026-07-02,
3a9e5a63-3fb6-46b5-a187-2fbf31ed4993,error: Access denied to method rand.,Instant-read thermometer for accurate cooking temperatures.,Books,"Just Energy Group, Inc.",19.99,-5,778,2026-11-05,
89573a92-5178-4015-92ba-45569d637c2b,error: Access denied to method rand.,Compact and portable backpack for day trips and travel.,BOOKS,"Ollie's Bargain Outlet Holdings, Inc.",39.99,,779,2025-06-29,
517b0de6-bdf8-4f51-b42a-e7f27854c85c,error: Access denied to method rand.,"Ready-to-eat salad with kale, lemon, and cheese.",Unknown,"K2M Group Holdings, Inc.",4.99,484,780,2026-08-23,2026-10-12
33e3f23c-8541-48b8-a401-c97f8e11282b,error: Access denied to method rand.,Adjustable tripod for smartphones and cameras.,Eletronics,Cerecor Inc.,29.99,169,781,2026-12-23,2026-05-13
f1179b45-d85a-4aba-937a-748b362e9c42,error: Access denied to method rand.,Reusable microfiber cloths for environmentally friendly cleaning.,Books,Entergy Texas Inc,12.99,453,782,2026-05-11,
5d4dcefd-1274-4c31-bf23-96e3329eaa8d,error: Access denied to method rand.,Float through the day in this beautiful floor-length skirt.,Clothing,Marcus Corporation (The),44.99,,783,2025-01-29,
defaf120-d14e-421b-9651-db618a926dd7,error: Access denied to method rand.,Stabilizing gimbal for smooth video recording.,Books,Delaware Enhanced Global Dividend,89.99,,784,2026-01-14,
f4df66c4-86ed-4153-bac6-7af0527f5965,error: Access denied to method rand.,"Sliced black olives, perfect for salads and pizzas.",Eletrônicos,Phillips 66,1.99,443,785,2025-08-24,
57929350-df94-4d70-82f3-e2edd7ade59b,error: Access denied to method rand.,Double-walled mug to keep your drink hot for longer.,Eletrônicos,"Black Diamond, Inc.",24.99,,786,2025-04-13,2025-12-25
13b9e761-3c11-4a32-b624-bbbf030c1abe,error: Access denied to method rand.,A refreshing blend of peaches and mangoes for a delicious smoothie.,clothing,"T. Rowe Price Group, Inc.",3.49,395,787,2025-06-25,
acbcd964-7a4d-4116-9865-4982d6fbc948,error: Access denied to method rand.,Refreshing sparkling water with cucumber and lime flavor.,,Lions Gate Entertainment Corporation,1.49,10,788,2025-10-15,
0af598f7-c37c-4c3e-b33e-54d35f7678f7,error: Access denied to method rand.,Rechargeable electric toothbrush with smart timer.,Books,"Brinker International, Inc.",49.95,-5,789,2026-06-14,
ce57822f-a0ea-42a1-ba7d-be7cc3092dac,error: Access denied to method rand.,"Sweet and chewy dried mango slices, perfect for snacking.",Eletronics,"China Advanced Construction Materials Group, Inc.",3.49,244,790,2025-09-30,
fe584390-8f96-4c1f-89f4-a5544699f24a,error: Access denied to method rand.,"Creamy yogurt with probiotics, available in various flavors.",Home,"Ritter Pharmaceuticals, Inc.",3.29,11,791,2026-03-22,2025-10-17
8e3a946d-ef38-4541-8527-09486f1d1e1a,error: Access denied to method rand.,Rechargeable LED lantern ideal for camping and outdoor activities.,electronics,Rosetta Stone,34.99,192,792,2026-07-10,
33016f7b-7bb3-4155-8c2f-6841fb6a39c7,error: Access denied to method rand.,"A comfortable crew neck sweater, great for all seasons.",books,WEX Inc.,39.99,209,793,2025-03-27,
a95683cd-6987-45f4-b23b-7880247ea3fd,error: Access denied to method rand.,"A mix of fresh vegetables with a savory stir-fry sauce, ready to cook.",Home,"PCM, Inc.",6.99,349,794,2025-12-07,
7ed06881-319c-458c-a335-ba4a9f21174e,error: Access denied to method rand.,Non-contact thermometer for checking temperatures instantly.,BOOKS,"Western Asset Municipal High Income Fund, Inc.",39.99,422,795,2025-05-05,
5c0bccfe-e02a-48ca-851d-755b2302d30b,error: Access denied to method rand.,Automatic waterer that filters and provides fresh drinking water for pets.,Eletrônicos,Avista Healthcare Public Acquisition Corp.,39.99,48,796,2025-12-23,
1aae7161-9361-4dbc-83b5-cdd86be842ab,error: Access denied to method rand.,Eco-friendly bamboo cutting boards in various sizes.,,"Forest City Realty Trust, Inc.",34.99,339,797,2026-09-26,
f6b6ffa8-9e0b-4965-b745-d08e8cb79c69,error: Access denied to method rand.,Fresh sliced strawberries for toppings or snacking,Eletrônicos,Sundance Energy Australia Limited,4.99,,798,2026-03-12,
7d6b3ca9-9f7f-47d2-a6cb-3cbabaf5c4a0,error: Access denied to method rand.,"A frozen meal featuring quinoa and mixed vegetables, ready to heat and eat.",ELETRONICS,Virtus Global Multi-Sector Income Fund,5.99,305,799,2026-06-03,
696a6aca-3dff-4831-86ba-bc2b6b7b1057,error: Access denied to method rand.,Tool for measuring perfect pasta portions every time.,Home,Western Asset/Claymore U.S. Treasury Inflation Prot Secs Fd,9.99,142,800,2025-07-20,
bff56621-6113-472c-bfa3-dea40ced3905,error: Access denied to method rand.,Marinated chicken thighs with smoked paprika for a smoky flavor.,,Middlesex Water Company,6.99,328,801,2025-11-06,
16e6de0b-e62f-4c38-8777-1e1b7ac84323,error: Access denied to method rand.,"Pre-cooked vegetable fried rice, just heat and serve.",HOME,Camden Property Trust,4.29,360,802,2025-06-09,
4ae2dade-59b7-443f-bbc8-ca6f097dc96e,error: Access denied to method rand.,Stylish fruit basket for kitchen or dining room.,,"AmTrust Financial Services, Inc.",29.99,349,803,2025-01-14,
430a8822-17a1-48a7-8311-7acecbb02c0d,error: Access denied to method rand.,Durable and versatile backpack for outdoor and travel use.,clothing,Vantage Energy Acquisition Corp.,59.99,176,804,2026-05-12,
58d23208-aa51-4938-9c63-fd1f1f87f9da,error: Access denied to method rand.,"Chic suede ankle booties, perfect for dressing up or down.",Eletronics,"Akoustis Technologies, Inc.",79.99,403,805,2025-04-25,
492fe326-5d7c-40b9-be83-5dde4f42170c,error: Access denied to method rand.,Durable jump rope for cardio workouts.,,"Neurotrope, Inc.",15.99,,806,2025-09-15,
c0c6686f-80b9-420d-beb2-f1ccf7fe0289,error: Access denied to method rand.,Mixed fresh vegetables for stir-frying or roasting.,Clothing,Sharps Compliance Corp,2.99,323,807,2025-05-16,
f83ff365-ed4f-4e03-8cf9-43ca6f9896ed,error: Access denied to method rand.,A flowy maxi dress perfect for both casual and semi-formal occasions.,N/A,"Nordstrom, Inc.",49.99,285,808,2026-06-06,
d1206351-536b-430d-833a-423caeaba4c6,error: Access denied to method rand.,Convenient charging stand for smartphones and devices.,Eletrônicos,Putnam Premier Income Trust,24.99,,809,2026-12-20,
f9d83226-9535-4fb4-b216-df362906a0b2,error: Access denied to method rand.,"A mix of wild rice with herbs and spices, ready to serve.",HOME,Dick's Sporting Goods Inc,3.79,,810,2026-09-11,
46456acd-2dba-4389-8874-fb7cc042ea24,error: Access denied to method rand.,"A delightful mix of chocolate, coconut, and almonds in a snack bar.",Unknown,American Homes 4 Rent,1.39,,811,2025-12-03,
0eebec38-4abf-492f-b6d9-95dfc9858432,error: Access denied to method rand.,Crisp and delicious organic apples.,books,"AptarGroup, Inc.",1.89,423,812,2026-04-25,
5aa91505-bd93-4788-be65-50312687c6d7,error: Access denied to method rand.,"Spicy and creamy dip made with shredded chicken, perfect for parties.",N/A,Technical Communications Corporation,5.99,,813,2025-02-17,
101528d2-7119-4c18-ab83-b9b1ab6eab55,error: Access denied to method rand.,Soft corner protectors to keep babies safe at home.,BOOKS,PowerShares KBW Property & Casualty Insurance Portfolio,9.99,,814,2025-03-15,
325b3db9-7634-47fb-b97a-6df2daf9f322,error: Access denied to method rand.,"Fresh Brussels sprouts, great for roasting or steaming.",HOME,MIND C.T.I. Ltd.,3.49,,815,2025-10-17,
f8ef4edd-4f57-4115-9311-e438f2f49bcd,error: Access denied to method rand.,Crispy roasted chickpeas seasoned to perfection,ELETRONICS,"THL Credit, Inc.",2.99,-5,816,2026-04-06,
3c336928-e13f-465b-a330-0870789845cb,error: Access denied to method rand.,A blend of spices that brings the taste of fall to your baked goods.,HOME,Barington/Hilco Acquisition Corp.,2.99,,817,2025-08-20,
e3903aca-ea1e-44ca-83d1-5f8be695adee,error: Access denied to method rand.,Fresh salsa made with pineapple and spices,Eletrônicos,"Dynex Capital, Inc.",4.29,1,818,2025-10-08,
e97191b3-833a-419f-8188-146ebfbbfa6e,error: Access denied to method rand.,Adds extra comfort to your mattress for a better night's sleep.,,Blackrock MuniYield Investment Fund,129.99,296,819,2026-01-09,
22a4b614-5061-4e6f-a8ef-d3d4851678f3,error: Access denied to method rand.,Control home appliances remotely using your smartphone app.,Books,First Trust Multi Cap Value AlphaDEX Fund,19.99,-5,820,2026-03-25,
4579edc6-2e1e-4701-abf2-efc824b2aff3,error: Access denied to method rand.,Tender chicken coated in a sweet and savory honey garlic sauce.,HOME,PTC Inc.,8.49,,821,2026-03-19,
8baac1a7-8c60-4095-8951-57d05fa01ba6,error: Access denied to method rand.,A flavorful barbecue sauce with a sweet and spicy kick.,,"TIER REIT, Inc.",3.99,,822,2025-11-08,
37d8b136-765c-4228-9973-1b9241199d1c,error: Access denied to method rand.,"Healthy, crunchy kale chips, a nutritious snack.",Unknown,"Validus Holdings, Ltd.",3.99,363,823,2025-02-02,
2972cc07-4e08-4a88-92a2-c10b21523527,error: Access denied to method rand.,"Mix for homemade cornbread, just add water and bake for a delicious side.",Books,RAIT Financial Trust,2.49,188,824,2025-11-20,
3ba4774b-fff1-4808-bae5-639e1524d249,error: Access denied to method rand.,Soft foam blocks perfect for building and imaginative play.,Unknown,"SeaWorld Entertainment, Inc.",22.99,95,825,2025-05-16,
1440cd17-d3e7-415c-923b-6d6129855372,error: Access denied to method rand.,8oz water bottle with built-in filter for clean drinking water.,,Aegon NV,29.99,47,826,2025-12-06,
00e41984-e9b7-46f5-92bb-f7656fc69716,error: Access denied to method rand.,Convenient belt with pockets for easy access to tools while gardening.,Home,First Defiance Financial Corp.,22.99,158,827,2026-12-18,
6529c0f5-c9c0-4c0d-ad9f-0ad5bdf9cfbb,error: Access denied to method rand.,Creamy soup full of rich mushroom flavor.,ELETRONICS,"Diamond Hill Investment Group, Inc.",2.49,,828,2025-06-25,
375d9985-c3b6-4c0e-8569-ff70d297e263,error: Access denied to method rand.,"Creamy and smooth peanut butter, perfect for sandwiches.",electronics,TriMas Corporation,3.79,,829,2025-02-16,
675d8dd0-9220-45b7-9380-3bcaac8f528e,error: Access denied to method rand.,A rich pesto made with sun-dried tomatoes and pine nuts.,Books,iShares Commodities Select Strategy ETF,4.49,282,830,2026-10-14,
bf26afb6-5e9a-4dbf-862b-344ac9ebe295,error: Access denied to method rand.,"Fresh fruit salad, ready to eat and refreshing.",clothing,Nuveen Credit Opportunities 2022 Target Term Fund,4.49,170,831,2026-02-13,
3d38da44-6c79-4be6-a05b-9679e47a4661,error: Access denied to method rand.,Automatic churner for making butter at home.,books,Yirendai Ltd.,49.99,216,832,2025-06-04,
74af0867-4d5e-47b5-b37f-253efefabb94,error: Access denied to method rand.,A rich coconut curry sauce perfect for simmering vegetables or meats.,,iFresh Inc.,3.99,,833,2026-07-30,
9d85cfa5-62c1-4cc9-9cc3-04e1c102f129,error: Access denied to method rand.,Healthy pizza crust made from cauliflower,N/A,Navios Maritime Holdings Inc.,5.99,353,834,2026-06-25,
11da077d-44dc-4ab3-967b-6d8ac15348cb,error: Access denied to method rand.,Fresh salsa made with pineapple and spices,clothing,CyberOptics Corporation,4.29,,835,2025-12-26,
f2b7fb13-5e64-477c-8d8d-51338c6bd1b5,error: Access denied to method rand.,"Marinated shrimp in a garlic and lemon sauce, perfect for grilling.",N/A,Tecnoglass Inc.,8.99,,836,2025-06-29,
5452dd06-295c-4fdd-b955-d9653511d286,error: Access denied to method rand.,Durable cover to protect your grill from the elements.,ELETRONICS,First Trust Small Cap Core AlphaDEX Fund,24.99,,837,2026-12-02,
17e3da78-968e-4d57-b0b2-ab814ed4814a,error: Access denied to method rand.,Safety collar with flashing lights for pets during night walks.,,"India Fund, Inc. (The)",14.99,146,838,2025-01-15,
9b90beed-fe4e-459d-987a-2e3a18d57428,error: Access denied to method rand.,"Crunchy granola mixed with maple syrup and cinnamon, perfect for breakfast or snacks.",Clothing,Western Asset High Yield Defined Opportunity Fund Inc.,4.29,486,839,2026-04-26,
82900d9c-39c6-4e9a-aa8e-6c0611682f5a,error: Access denied to method rand.,Stylish tote to keep wine bottles chilled while traveling.,ELETRONICS,"Cavco Industries, Inc.",24.99,291,840,2026-06-29,
462afc05-4531-4b46-a800-fd0238a618eb,error: Access denied to method rand.,Creamy Greek yogurt packed with protein and probiotics.,books,"Medical Transcription Billing, Corp.",1.99,312,841,2026-01-30,
2ac5ecff-ea22-4f7d-a68e-73857eebf447,error: Access denied to method rand.,Convenient strap for carrying yoga mats to class.,Eletrônicos,MSG Networks Inc.,14.99,,842,2025-12-12,
2832a134-31ff-4017-be8a-265b025c3c60,error: Access denied to method rand.,"A mix of fresh vegetables with a savory stir-fry sauce, ready to cook.",,Schlumberger N.V.,6.99,94,843,2025-11-01,
74dca752-a297-458b-9e1f-2d71d6680b4c,error: Access denied to method rand.,Portable folding camping chair with cup holder.,,Tuniu Corporation,29.99,392,844,2026-01-31,
bf23c4c8-f7be-4770-aab0-6bd27f362f88,error: Access denied to method rand.,Compact fan for personal cooling at work or home.,BOOKS,"Heartland Express, Inc.",24.99,169,845,2025-04-21,
00a8d45b-457e-40fa-afd4-8e3a6114aa15,error: Access denied to method rand.,"Deliciously creamy spinach dip, perfect for parties.",books,Encana Corporation,5.99,57,846,2025-09-01,
03dba866-20c5-4202-98f2-44ae30738641,error: Access denied to method rand.,Convenient belt with pockets for easy access to tools while gardening.,N/A,Bright Horizons Family Solutions Inc.,22.99,385,847,2026-07-08,
aa656449-ef92-4627-bd8b-ca5d9b8cafde,error: Access denied to method rand.,"Marinated chicken breast seasoned with herbs, ready for grilling.",,CoBiz Financial Inc.,7.99,45,848,2025-09-06,
4db39fb8-ace0-488b-9fe9-938160ca48a7,error: Access denied to method rand.,Hand-poured candles made of natural soy wax.,clothing,STRATS Trust,19.99,277,849,2026-12-16,
62080714-df22-45b0-bb58-3e69a4179194,error: Access denied to method rand.,Floating bookshelf to display your favorite books.,clothing,Broadcom Limited,39.99,351,850,2025-08-30,
550f5697-0793-4af1-9003-cd72e92ef6c0,error: Access denied to method rand.,Charming frame to showcase your favorite photos.,Clothing,VelocityShares Daily 2x VIX Short-Term ETN,19.99,144,851,2026-07-04,
37f03515-3f87-41f6-89a7-f1482943e552,error: Access denied to method rand.,Waterproof picnic blanket for outdoor fun.,,"Overstock.com, Inc.",29.99,439,852,2026-07-07,2026-02-22
b71d1108-ca8b-47db-8fd0-2b4700d6a17b,error: Access denied to method rand.,"Pre-seasoned beef mix for delicious tacos, just heat and serve.",,"B&G Foods, Inc.",5.49,99,853,2025-12-01,
8cb314dc-c4ec-4564-8e52-5974c60837e0,error: Access denied to method rand.,"Lightly salted frozen edamame, a protein-packed snack.",,General Finance Corporation,3.29,66,854,2025-08-24,
bf968fb3-6f5a-4821-900d-cb5575ffd385,error: Access denied to method rand.,Marinated chicken skewers infused with traditional tandoori spices.,HOME,"Entergy Louisiana, Inc.",7.99,216,855,2026-11-09,
72df802f-b819-4815-a897-fbb2a78941c6,error: Access denied to method rand.,Seat belt attachment to keep dogs safe during car rides.,HOME,"Kura Oncology, Inc.",14.99,188,856,2026-01-26,
e38f247a-0f61-4e2b-9be1-8b5a85ecb800,error: Access denied to method rand.,Spacious 2-person camping tent with waterproof cover.,N/A,"Installed Building Products, Inc.",79.99,129,857,2025-12-27,
87c0217e-c175-4108-8ddb-03f2206128eb,error: Access denied to method rand.,Creamy ice cream with refreshing mint flavor and chocolate chips.,,"TCW Strategic Income Fund, Inc.",4.99,308,858,2025-07-21,
1dfd9dba-e423-47dd-8b7d-ae3133516ed9,error: Access denied to method rand.,Complete crafting kit for kids and adults.,HOME,WisdomTree Interest Rate Hedged High Yield Bond Fund,29.99,,859,2026-09-04,
93c1e54a-8ff8-49f6-a1a0-ed1de4315d52,error: Access denied to method rand.,"Creamy and rich vanilla ice cream, a classic dessert.",books,Wells Fargo & Company,4.99,163,860,2025-12-22,
3e8d7c59-3e00-4914-b36a-b4ffebacb723,error: Access denied to method rand.,"A hearty salad with lentils, veggies, and curry dressing.",,Delphi Automotive plc,4.29,,861,2025-10-24,2026-01-27
9cb80405-cf41-4e69-8efc-9bd94edade2d,error: Access denied to method rand.,"Raw brown sugar, perfect for baking or sweetening drinks.",N/A,"Juniper Pharmaceuticals, Inc.",1.79,318,862,2025-01-07,
94ff6d82-8f89-42f1-8803-044ecfd6bc21,error: Access denied to method rand.,Chewy snack bars with coconut and almonds coated in chocolate.,,Nuveen Core Equity Alpha Fund,2.99,379,863,2025-11-01,
27d39806-c813-451b-9c27-a94624751bbf,error: Access denied to method rand.,Silicone oven mitts for safe handling of hot cookware.,electronics,UroGen Pharma Ltd.,15.99,99,864,2026-04-28,
75e0ee18-1f0d-41ce-89f3-2c1d7c713832,error: Access denied to method rand.,Compact action camera for capturing adventures.,Electronics,American National Insurance Company,199.99,111,865,2025-11-08,
633e50d6-c557-4cc0-ba2b-a66173f4ecc9,error: Access denied to method rand.,Color-changing smart LED bulbs compatible with Alexa.,ELETRONICS,Signature Bank,34.99,184,866,2025-02-13,
f5f46d14-c116-4609-9231-027aa86097d1,error: Access denied to method rand.,"Creamy cheese with a spicy kick, perfect for sandwiches.",BOOKS,Chesapeake Granite Wash Trust,3.49,485,867,2025-07-11,
0511361d-b16e-4893-8aff-34040041b1b4,error: Access denied to method rand.,"A mix of strawberries, blueberries, and raspberries, great for smoothies or desserts.",,"New America High Income Fund, Inc. (The)",5.49,466,868,2025-11-03,
50a13bc7-c2f2-4f01-a04b-e8ae3d9adae5,error: Access denied to method rand.,Compact electric scooter for commuting and short trips.,Clothing,First Trust RiverFront Dynamic Europe ETF,349.99,,869,2025-06-16,
15a0100f-6b79-4b2f-83a4-4db6134ed7e0,error: Access denied to method rand.,Everything you need to build a festive gingerbread house.,Electronics,"National American University Holdings, Inc.",6.99,353,870,2025-08-16,
800ba55e-9a62-46dd-ac77-d180ff616d40,error: Access denied to method rand.,Fresh greens and veggies for a quick Asian-inspired salad.,Unknown,"Tetraphase Pharmaceuticals, Inc.",3.99,485,871,2026-02-22,
6637f66a-3f12-4e95-a2f0-3b9734f1ea7a,error: Access denied to method rand.,"Low-carb pizza crust made from almond flour, gluten-free.",BOOKS,Woori Bank,7.99,279,872,2025-04-19,
4b635d33-987b-48a8-8fb9-853e8e9d73fc,error: Access denied to method rand.,Qi-certified wireless charger for fast charging.,Unknown,"Ocean Bio-Chem, Inc.",24.99,105,873,2025-03-24,
6b46482f-3d17-4320-b93a-51f716f9910a,error: Access denied to method rand.,Relax and soothe tired feet with this foot spa.,electronics,Nuveen Quality Municipal Income Fund,59.99,290,874,2026-05-24,
9249d867-a5c3-4015-8f1f-95b06c5c9896,error: Access denied to method rand.,Handheld sprayer designed for washing pets easily.,electronics,BLDRS Emerging Markets 50 ADR Index Fund,29.99,5,875,2026-01-05,
eddf213c-cb9d-4155-92e9-7b40cf96451d,error: Access denied to method rand.,Foam yoga block for enhancing poses and stability.,BOOKS,Bank of Nova Scotia (The),12.99,,876,2025-02-24,2025-06-06
33d5ac49-4d9f-43af-b9b1-1d3e2da34ab3,error: Access denied to method rand.,"A zesty salad with black beans, corn, and chipotle dressing.",N/A,"FlexShopper, Inc.",3.29,391,877,2026-04-29,
f6af70d0-bde2-45f2-a4a5-17159f5a3668,error: Access denied to method rand.,Inflatable air mattress for convenient sleeping.,Books,L.S. Starrett Company (The),49.99,487,878,2026-08-25,
3d4a050d-d127-4748-bb57-6cdb6bcda787,error: Access denied to method rand.,Individually packaged bars made with dried fruits and nuts.,Unknown,Vanguard Intermediate -Term Government Bond ETF,1.99,10,879,2025-09-22,
9cdec7b0-4e61-41a5-9a10-068b4cfd18b0,error: Access denied to method rand.,Water-resistant blanket for picnics and outdoor events.,clothing,"Global Water Resources, Inc.",34.99,414,880,2025-08-19,
20001abb-bacb-42e1-9f53-70bc0492db3a,error: Access denied to method rand.,Crispy and crunchy snack made from assorted vegetables.,BOOKS,BlueStar TA-BIGITech Israel Technology ETF,3.99,,881,2026-04-19,
3789c14d-0c5c-4b7f-a045-d9ad0bfd2ca8,error: Access denied to method rand.,"Refreshing dressing made with avocado and lime, perfect for salads.",HOME,"IF Bancorp, Inc.",4.29,178,882,2026-09-12,
3937ffe7-31f1-4c82-932a-270b1fce8f5d,error: Access denied to method rand.,A classic white button-up shirt for a polished appearance.,Eletrônicos,KB Home,44.99,382,883,2026-11-30,
bc414cd2-694f-4017-b165-531151b8c59f,error: Access denied to method rand.,"A sweet and tart jam, perfect on toast or in desserts.",Clothing,Xenon Pharmaceuticals Inc.,4.29,316,884,2026-09-09,
b34e9314-4736-4cd3-8c27-6cf2f8841954,error: Access denied to method rand.,Illuminated vanity mirror with adjustable brightness settings.,Eletrônicos,Nuveen NASDAQ 100 Dynamic Overwrite Fund,39.99,262,885,2025-10-13,
c931e2ef-53c5-47c9-87fa-12769303092d,error: Access denied to method rand.,A bright and zesty dressing perfect for salads and tacos.,Eletronics,AGCO Corporation,3.29,218,886,2026-09-17,
232f72c0-98aa-466a-943d-1a25ca6f98b0,error: Access denied to method rand.,Delicious clusters of peanuts and chocolate for a sweet treat.,N/A,"BCE, Inc.",2.99,338,887,2025-10-05,
a8d96d35-4208-4651-b781-96984dabf312,error: Access denied to method rand.,"Pasta tossed with fresh basil pesto, simple and delicious.",Eletronics,Generac Holdlings Inc.,6.49,160,888,2026-06-01,
148174c3-182a-45f4-80fd-575479d6826e,error: Access denied to method rand.,Ready-to-eat chicken bowl with teriyaki sauce and rice.,Eletrônicos,Global Eagle Entertainment Inc.,6.49,221,889,2026-07-20,
6d62624b-a0f0-40ab-ad38-909f5a8154d3,error: Access denied to method rand.,Sharp tailored blazer perfect for office wear and professional events.,Books,"Dime Community Bancshares, Inc.",99.99,,890,2026-09-19,
9c3b457a-e5a3-4173-a637-a638e36686ce,error: Access denied to method rand.,Safety collar with flashing lights for pets during night walks.,Books,"Micronet Enertec Technologies, Inc.",14.99,461,891,2025-06-09,
d5b91b12-7bc6-40dd-ac63-ad8f7a2d1189,error: Access denied to method rand.,A comfortable sweatshirt featuring a bold graphic print.,Books,"ADTRAN, Inc.",34.99,,892,2026-10-17,
b9251ea0-2527-4068-9103-b4b1d2283746,error: Access denied to method rand.,String lights for decorating holiday trees.,N/A,TravelCenters of America LLC,34.99,140,893,2025-06-06,
f230d1f9-d745-4373-9e58-63b475f78d1d,error: Access denied to method rand.,"Tender jackfruit cooked in BBQ sauce, a delicious plant-based alternative.",Eletronics,"National Security Group, Inc.",4.29,47,894,2026-03-17,
9b128bf1-5047-42ba-8f2d-28ce2ae18655,error: Access denied to method rand.,Stainless steel measuring spoons set for cooking.,Home,Western Alliance Bancorporation,12.99,,895,2026-12-14,
245fe6b0-7ed9-4971-a2b8-7bac9876d78d,error: Access denied to method rand.,"Healthy, crunchy kale chips, a nutritious snack.",HOME,"RadNet, Inc.",3.99,,896,2026-06-30,
4fcccf6e-7d16-4085-9823-3d1fe5eb3f14,error: Access denied to method rand.,"Creamy mashed sweet potatoes, ready to heat and serve.",Eletrônicos,Nuveen Tax-Advantaged Total Return Strategy Fund,3.99,345,897,2025-11-26,
35e912e5-bcb8-45c3-b1a8-7020564fa0eb,error: Access denied to method rand.,A light and breezy top ideal for warm days.,clothing,Solar Senior Capital Ltd.,34.99,93,898,2026-05-07,
3ee6ec86-10c3-43e5-b331-22579b4cc691,error: Access denied to method rand.,A flavorful blend of rice with tropical pineapple and coconut flavors.,electronics,Brookfield Renewable Partners L.P.,3.99,393,899,2026-07-22,
4fc132bc-f44c-45f2-9f69-c6829f3c29d0,error: Access denied to method rand.,Durable cable for connecting devices with high-definition video.,N/A,"AMERIPRISE FINANCIAL SERVICES, INC.",12.99,118,900,2025-11-18,
3743e519-1db3-40e6-9ed4-3d0a77d909ff,error: Access denied to method rand.,Extra layer of comfort for your mattress.,Books,"DelMar Pharmaceuticals, Inc.",69.99,,901,2026-05-22,2025-04-15
dcd9d9a5-2ecb-4f14-bb1d-f78ebe2947d2,error: Access denied to method rand.,Tangy and crunchy dill pickles.,N/A,Ashford Hospitality Trust Inc,2.49,130,902,2025-05-09,
6afcf166-ef32-4fcb-b672-e60e1d484b4a,error: Access denied to method rand.,Cute dispenser for bathrooms or kitchens featuring paw prints.,Books,Apollo Investment Corporation,16.99,455,903,2026-01-15,
8578a585-9f30-4236-bf45-eeda18932c84,error: Access denied to method rand.,Organize coffee capsules with this stylish dispenser.,Clothing,Cambrex Corporation,24.99,410,904,2025-09-27,
d63f471f-1a3d-4a9f-9b08-b00e8847fdf0,error: Access denied to method rand.,Stream music from your device to any speaker wirelessly.,Unknown,The Goodyear Tire & Rubber Company,19.99,441,905,2026-04-15,
